brand,vehicle_type,battery_health_pct,range_km,top_speed_kmph,odometer_km,warranty_remaining_years,annual_maintenance_cost,Purchase_Year,Current_Year,Purchase_Price_L,Resale_Value_L,Initial_Mileage,Current_Mileage,value_for_money_score
Tata,Car,85,138,161,31275,4,23583,2021,2025,1539877,952827,267,251,0.5
Hyundai,Bike,91,232,110,127336,6,12309,2018,2025,180221,62482,165,130,0.5
Hyundai,Bike,71,218,119,144404,6,17341,2024,2025,182257,150224,200,171,0.5
Ola,Bike,65,423,106,64148,7,18841,2024,2025,185845,134753,261,250,0.6
MG,Car,79,151,63,13371,4,33193,2020,2025,3395797,1358931,412,367,0.2
Tata,Bike,78,235,66,107032,1,24327,2021,2025,157700,82315,245,195,0.4
Tata,Car,75,346,146,146825,6,15306,2020,2025,2317724,1225753,173,135,0.5
Tata,Bike,63,268,90,118819,5,20192,2023,2025,124401,87641,149,138,0.5
Tata,Car,91,169,177,89953,3,21806,2017,2025,2213725,442744,403,365,0.5
Hyundai,Car,77,135,140,79648,7,29024,2023,2025,2009246,1447627,260,220,0.4
Mahindra,Bike,64,387,133,104547,7,19369,2022,2025,111197,69839,276,209,0.6
Mahindra,Car,65,104,145,121958,6,25534,2024,2025,2652566,2073355,363,286,0.3
Ola,Bike,73,459,89,71539,5,18893,2019,2025,182905,67745,401,386,0.6
BYD,Bike,77,247,88,46882,6,39894,2019,2025,106398,39971,238,191,0.3
TVS,Car,69,336,140,22906,1,20020,2023,2025,2980788,2128148,150,128,0.5
MG,Car,82,167,102,84211,0,32695,2021,2025,2319280,1338705,373,297,0.3
Mahindra,Car,77,330,144,11178,6,9162,2024,2025,2381208,1937158,270,252,0.7
BYD,Bike,63,249,81,42216,5,35814,2019,2025,119761,50388,246,186,0.3
Kia,Bike,91,320,107,59272,0,13095,2020,2025,134052,58071,152,144,0.6
Kia,Bike,65,360,162,52008,1,3623,2019,2025,180632,72195,395,329,0.6
Tata,Bike,85,365,163,148915,7,33204,2017,2025,170745,50238,149,123,0.6
Kia,Bike,65,213,107,106092,2,17864,2018,2025,93848,32598,195,190,0.3
Mahindra,Bike,94,264,171,57398,0,9689,2024,2025,153020,128801,311,240,0.8
Ola,Car,64,155,116,144982,4,18341,2024,2025,1925769,1650921,150,139,0.4
TVS,Bike,73,441,81,111204,2,29068,2023,2025,130795,97201,138,136,0.6
Mahindra,Bike,61,455,86,36208,1,3284,2024,2025,151800,131182,165,162,0.7
Ola,Bike,99,349,146,17884,2,36139,2019,2025,184364,76896,330,305,0.6
Kia,Bike,72,342,122,133045,3,20925,2021,2025,112186,70508,360,280,0.6
Hyundai,Car,64,499,63,112281,5,33659,2018,2025,3408586,1013259,130,125,0.3
TVS,Car,95,101,149,109335,6,33743,2023,2025,2606469,1922264,212,174,0.5
Ola,Car,95,242,162,117604,2,25506,2024,2025,2356204,2048894,286,233,0.7
BYD,Bike,78,268,140,70242,6,26699,2022,2025,151704,89182,111,90,0.6
Mahindra,Bike,79,162,62,15938,5,24842,2020,2025,92020,49345,362,259,0.3
Hyundai,Bike,81,253,140,112956,1,3720,2023,2025,145500,105934,177,142,0.7
BYD,Car,90,449,166,93507,3,26731,2018,2025,3403088,1319793,227,221,0.6
Ola,Bike,63,354,99,76790,7,17935,2023,2025,148294,98134,271,211,0.5
Ola,Bike,62,165,142,7824,7,37660,2020,2025,144663,73892,119,94,0.3
Kia,Car,96,473,162,93859,5,30738,2021,2025,2210075,1154940,259,241,0.7
BYD,Car,84,384,141,75209,4,25090,2021,2025,2055895,1238763,280,201,0.6
Mahindra,Bike,96,287,87,82524,4,14990,2021,2025,132114,64302,193,182,0.6
TVS,Car,63,292,176,110802,5,38320,2020,2025,3103432,1326264,254,243,0.3
Hyundai,Bike,98,395,74,44775,5,24944,2024,2025,139756,120384,216,160,0.7
Kia,Bike,66,110,110,140445,7,23416,2017,2025,182836,53999,120,92,0.2
Tata,Car,66,279,85,138666,0,33915,2018,2025,1061926,392416,126,115,0.3
MG,Bike,84,481,94,71206,2,20228,2018,2025,191282,59881,187,157,0.6
TVS,Car,74,442,139,26818,6,36182,2020,2025,1849251,755824,271,215,0.5
Kia,Car,66,189,74,106001,5,29398,2018,2025,1291152,388679,424,347,0.2
Hyundai,Bike,63,322,64,23279,6,4183,2022,2025,186355,125161,242,225,0.5
BYD,Car,93,434,105,92075,1,6495,2021,2025,1502095,840106,367,270,0.7
Ola,Bike,78,325,83,93110,4,21790,2019,2025,91320,39915,117,109,0.5
BYD,Bike,97,202,61,96065,5,31396,2018,2025,151991,37699,368,287,0.4
Kia,Car,86,436,118,37491,4,16239,2019,2025,2995050,1002269,205,190,0.6
Hyundai,Car,64,454,95,10728,2,14576,2021,2025,1909722,929622,236,232,0.5
BYD,Car,72,455,175,120094,1,37733,2018,2025,860402,209906,327,320,0.5
BYD,Bike,73,486,104,82262,1,17453,2022,2025,144304,100120,194,193,0.7
MG,Bike,89,331,171,84662,3,21864,2018,2025,84476,20834,259,198,0.6
Mahindra,Bike,69,366,154,14962,5,27369,2019,2025,174361,65781,180,178,0.5
Kia,Bike,91,383,153,58977,4,10792,2017,2025,87891,23570,276,209,0.7
MG,Bike,60,289,135,148759,6,4968,2023,2025,192290,137594,209,149,0.6
Kia,Bike,83,147,96,96913,5,17762,2020,2025,112727,60545,184,138,0.4
Tata,Bike,88,383,177,137259,2,12792,2017,2025,149019,40151,413,291,0.7
Tata,Car,66,401,116,5169,4,28415,2023,2025,882090,609742,230,161,0.5
MG,Bike,90,154,144,101350,2,27514,2020,2025,130641,66370,238,209,0.5
TVS,Bike,76,438,71,55479,5,33377,2018,2025,171886,58423,222,158,0.4
TVS,Car,89,218,163,68283,5,39219,2022,2025,3134162,1900898,207,163,0.5
BYD,Bike,84,101,160,77102,0,12854,2018,2025,159388,54514,247,206,0.5
BYD,Bike,87,323,94,75647,2,32731,2022,2025,198091,139751,155,118,0.6
Ola,Car,95,335,81,132108,1,38368,2017,2025,1592492,353996,268,264,0.4
Tata,Bike,66,302,168,48638,0,30375,2019,2025,166930,55961,363,287,0.5
Kia,Car,94,243,159,101220,2,24462,2017,2025,1752638,350527,326,230,0.5
Ola,Bike,79,110,176,80171,5,18105,2019,2025,131996,54786,375,307,0.5
Tata,Bike,73,358,131,79662,4,39001,2021,2025,121967,73550,296,217,0.5
MG,Car,89,397,150,100456,3,25998,2022,2025,1783492,1230021,407,388,0.7
TVS,Car,60,256,86,19901,4,24238,2022,2025,3401706,2244940,242,208,0.3
BYD,Bike,97,296,159,69303,0,24570,2018,2025,119628,44220,404,293,0.6
TVS,Bike,84,191,66,61352,0,26245,2023,2025,161911,112162,174,140,0.5
MG,Car,93,432,62,107817,0,25363,2024,2025,1354719,980377,193,156,0.7
Ola,Bike,67,252,63,9636,2,22978,2017,2025,126542,37998,317,294,0.3
Ola,Car,79,475,147,80458,7,27093,2017,2025,1999330,510159,422,418,0.5
Hyundai,Car,89,233,67,140774,1,12452,2022,2025,2080498,1168685,263,208,0.5
BYD,Car,63,215,104,22895,6,26169,2018,2025,1805138,698337,365,279,0.2
BYD,Bike,80,166,136,37382,0,15421,2020,2025,180846,98046,323,298,0.5
Kia,Bike,86,249,132,60878,1,17115,2019,2025,135606,56299,109,93,0.6
BYD,Bike,69,355,79,98938,0,3641,2017,2025,147270,37996,297,273,0.5
Tata,Car,82,140,143,87780,3,6522,2023,2025,1079431,726486,412,295,0.6
Ola,Bike,92,280,64,17276,4,18574,2024,2025,186927,151518,214,213,0.6
MG,Car,70,287,105,12410,5,20779,2018,2025,2720025,906416,105,88,0.3
Ola,Car,78,138,128,47410,2,31799,2023,2025,1017955,709824,232,220,0.4
TVS,Bike,70,410,94,98044,3,26857,2017,2025,112037,22771,383,288,0.4
Tata,Bike,63,426,124,89056,3,20731,2020,2025,103476,41413,173,129,0.5
BYD,Car,82,316,165,112730,1,17077,2023,2025,2312163,1689358,381,307,0.7
Kia,Bike,64,229,74,28084,3,8270,2023,2025,185421,133806,393,303,0.5
Kia,Car,64,363,76,19624,2,22563,2024,2025,1957877,1680101,308,230,0.5
Kia,Bike,77,213,135,47564,7,8607,2019,2025,194613,80254,285,207,0.5
Mahindra,Car,76,162,105,92010,7,27190,2019,2025,1987100,898822,272,198,0.3
Hyundai,Bike,62,196,179,120934,0,31486,2019,2025,168968,64026,115,86,0.4
Tata,Car,67,429,159,9931,4,17033,2022,2025,1034292,632873,116,84,0.7
TVS,Bike,99,117,120,146553,2,16309,2024,2025,125529,93004,227,196,0.6
BYD,Car,82,304,102,43081,4,38321,2020,2025,3448002,1843746,319,304,0.3
TVS,Car,82,312,138,10643,3,35133,2017,2025,1233538,307684,356,340,0.4
TVS,Car,61,196,137,36640,2,22436,2024,2025,2780690,2210946,441,434,0.4
BYD,Car,98,378,150,148767,6,36850,2018,2025,1568992,459591,326,268,0.6
TVS,Car,80,335,173,24064,1,26499,2018,2025,2970339,724145,154,145,0.5
Kia,Car,83,479,81,20576,4,39687,2019,2025,3086078,1431511,109,99,0.4
MG,Bike,97,267,68,119303,1,36177,2017,2025,120649,24129,405,395,0.4
Hyundai,Car,79,159,106,46144,5,27903,2021,2025,2933798,1799548,430,379,0.3
Mahindra,Car,98,184,144,137369,4,4178,2024,2025,1821567,1463551,210,159,0.7
TVS,Bike,86,360,62,20922,5,6698,2018,2025,149494,50678,354,334,0.6
TVS,Bike,98,454,111,136868,3,14251,2024,2025,85032,63881,252,191,0.9
Ola,Car,66,265,90,63443,4,12853,2018,2025,2346330,656203,335,278,0.3
Hyundai,Bike,92,327,72,149574,0,34680,2017,2025,174906,34981,236,215,0.4
Tata,Bike,88,466,61,16843,5,26466,2023,2025,178389,117849,391,377,0.7
Hyundai,Car,69,159,170,98685,0,22880,2018,2025,1833260,615984,407,319,0.3
Hyundai,Car,69,263,137,43777,4,3748,2022,2025,2538429,1599477,302,225,0.5
BYD,Bike,71,329,66,132305,4,22743,2024,2025,87983,75223,368,325,0.5
BYD,Bike,62,469,88,8989,3,33265,2021,2025,120475,68406,316,258,0.5
BYD,Bike,62,181,63,138752,0,34342,2020,2025,99871,45338,416,371,0.2
Mahindra,Bike,72,256,63,134176,1,8764,2019,2025,82168,26905,199,189,0.4
Kia,Bike,90,290,147,107516,2,8414,2020,2025,156132,78316,348,295,0.7
Hyundai,Bike,86,461,165,101976,1,17661,2023,2025,106133,69952,374,270,0.9
Mahindra,Car,65,496,80,114771,7,15519,2019,2025,1711741,599993,182,178,0.5
TVS,Bike,86,343,174,93805,2,34775,2019,2025,182582,71657,292,230,0.6
BYD,Car,94,473,104,34615,2,7532,2019,2025,1861786,846647,416,412,0.7
TVS,Car,68,341,87,101370,2,28530,2020,2025,2394899,999865,300,285,0.3
BYD,Bike,65,321,161,24762,7,35824,2021,2025,186367,114516,192,153,0.5
MG,Car,65,478,67,71384,4,8938,2018,2025,2843126,683660,341,281,0.4
Mahindra,Bike,99,267,101,55844,6,15462,2024,2025,191567,148947,252,182,0.7
Mahindra,Car,85,220,76,142014,7,10946,2018,2025,901810,259501,162,151,0.4
Kia,Bike,78,101,68,80689,0,14682,2023,2025,163186,118019,192,152,0.4
Tata,Car,75,217,169,119029,3,11600,2021,2025,1679756,985280,343,257,0.5
Ola,Bike,82,235,120,149205,3,37742,2018,2025,145063,45913,150,141,0.4
Hyundai,Car,70,429,143,43134,3,24186,2021,2025,1344601,681069,283,269,0.6
Tata,Bike,75,226,128,73027,0,34311,2020,2025,190975,87987,117,94,0.4
Mahindra,Car,88,340,158,73722,4,24993,2023,2025,3129142,2438851,168,130,0.6
Tata,Car,97,473,100,149422,5,20535,2024,2025,1318916,1026985,375,336,0.8
MG,Car,79,207,88,79991,6,16465,2019,2025,2620365,1207008,360,283,0.3
Ola,Bike,80,398,135,53575,5,5344,2018,2025,186978,71238,219,186,0.7
Kia,Bike,87,211,113,35614,3,18032,2023,2025,157593,109768,271,241,0.6
Mahindra,Bike,92,262,91,18490,4,35044,2024,2025,126200,108453,275,243,0.6
Mahindra,Bike,99,374,154,64730,1,5075,2023,2025,147167,101020,180,163,0.9
Hyundai,Bike,85,487,154,75195,0,38219,2024,2025,97077,73729,162,131,0.8
Kia,Car,69,118,124,53483,1,34069,2017,2025,1766469,519298,306,263,0.2
Kia,Bike,93,332,102,92316,0,25668,2024,2025,119061,94068,249,186,0.7
BYD,Bike,68,119,128,45615,4,16196,2022,2025,193539,109666,365,274,0.4
Ola,Car,95,340,174,99730,5,25559,2020,2025,2850678,1438161,166,145,0.6
MG,Bike,70,359,159,52630,4,31250,2024,2025,111795,92638,209,164,0.6
TVS,Bike,69,148,135,74456,7,23118,2023,2025,170340,123230,187,130,0.5
Tata,Bike,66,253,139,37675,6,28654,2024,2025,151982,113529,211,198,0.5
Kia,Bike,97,102,75,45808,1,32962,2021,2025,85553,45441,106,79,0.4
Hyundai,Bike,75,407,80,26384,7,8715,2022,2025,85362,54904,121,104,0.6
Mahindra,Bike,85,483,92,79237,5,38338,2020,2025,106581,48170,332,276,0.6
TVS,Car,91,391,85,106547,0,25384,2024,2025,1862857,1428465,184,139,0.6
MG,Bike,90,268,62,62082,5,38736,2019,2025,117302,55010,100,85,0.4
Ola,Bike,91,297,82,77747,6,21467,2022,2025,84264,53288,206,187,0.6
Kia,Bike,71,278,148,140083,5,36005,2019,2025,177335,80635,336,264,0.4
Tata,Car,86,202,113,48465,3,12900,2023,2025,2141950,1618679,186,171,0.5
Kia,Car,81,318,143,65931,3,11866,2019,2025,3318069,1135704,333,318,0.5
Hyundai,Car,74,115,106,16327,2,36409,2017,2025,2391526,496806,189,162,0.1
Kia,Car,67,146,175,12428,5,20841,2017,2025,3163409,755097,258,185,0.3
Kia,Bike,63,435,172,13294,6,11730,2017,2025,141112,34637,344,242,0.6
Kia,Car,67,145,177,97313,1,8041,2023,2025,2445983,1825336,190,145,0.5
Mahindra,Bike,82,199,95,15909,6,38363,2020,2025,147716,71858,224,223,0.4
Mahindra,Bike,75,282,94,9993,4,33354,2024,2025,116277,98420,190,165,0.5
TVS,Bike,93,453,102,28922,5,12632,2019,2025,128679,49685,198,177,0.7
TVS,Car,81,315,92,92953,1,20283,2018,2025,3325416,1069375,260,233,0.4
Tata,Bike,82,479,64,117902,6,4729,2024,2025,183836,136570,200,161,0.8
Ola,Car,64,233,63,41462,3,7808,2021,2025,2685845,1585052,145,107,0.3
MG,Bike,96,439,117,35294,5,35232,2023,2025,178229,114284,112,100,0.7
BYD,Car,66,416,111,112512,2,8185,2018,2025,2444010,614820,222,213,0.5
Ola,Car,96,108,131,120347,7,11375,2020,2025,2785044,1300065,142,120,0.5
Ola,Bike,85,312,134,91963,0,34989,2021,2025,111890,59378,389,334,0.6
Ola,Bike,87,238,166,140835,7,3265,2020,2025,196551,79827,244,228,0.7
BYD,Bike,63,321,109,81098,3,21855,2019,2025,92598,39205,323,298,0.4
Tata,Car,91,420,86,137226,7,22768,2021,2025,2381481,1487446,148,128,0.6
BYD,Car,97,190,69,41918,3,38676,2022,2025,2269614,1519806,290,206,0.4
Tata,Car,68,477,121,58951,6,18122,2019,2025,3210820,1469868,399,345,0.5
BYD,Bike,95,414,168,44480,1,31052,2020,2025,130499,56443,426,360,0.7
MG,Car,85,211,79,68969,0,29935,2024,2025,1385531,1146564,353,262,0.5
Kia,Bike,70,212,91,57259,7,9127,2022,2025,104917,72401,203,199,0.5
Ola,Car,79,297,107,88325,6,31348,2022,2025,3370820,1898972,134,113,0.4
Kia,Car,97,473,150,65503,3,3479,2019,2025,1524332,711044,406,318,0.8
Tata,Car,74,362,108,26922,2,35654,2018,2025,3286836,796013,193,160,0.3
BYD,Bike,94,467,141,27666,4,8930,2019,2025,184617,68504,430,382,0.8
MG,Bike,68,477,85,103679,3,21540,2022,2025,165763,104279,269,221,0.6
BYD,Bike,92,416,94,115592,5,23607,2022,2025,187186,114886,403,362,0.7
Kia,Car,70,412,87,49808,1,34823,2018,2025,905396,225181,232,206,0.4
Mahindra,Car,81,441,124,44756,7,31691,2018,2025,1912563,718512,419,342,0.5
MG,Car,65,261,157,67253,3,33466,2024,2025,1258164,969989,146,107,0.5
Ola,Car,96,183,178,26791,1,10014,2019,2025,3123039,1255008,292,230,0.6
Hyundai,Bike,80,144,85,27999,0,31617,2020,2025,170974,72410,217,191,0.3
Ola,Car,71,144,117,98390,7,30229,2024,2025,2524567,2029207,143,118,0.4
Hyundai,Car,66,370,65,52465,3,17157,2023,2025,833815,607246,275,224,0.5
MG,Bike,61,492,109,83710,2,22405,2019,2025,91389,30187,203,189,0.5
Mahindra,Bike,98,309,108,94861,7,18534,2022,2025,124232,73333,248,196,0.7
Kia,Bike,83,273,117,22295,3,7700,2020,2025,133277,68874,221,212,0.6
Mahindra,Car,85,346,105,88198,4,22295,2018,2025,1405360,449369,307,280,0.5
Tata,Bike,84,273,148,77172,2,35922,2021,2025,172804,90463,276,210,0.5
Mahindra,Car,79,135,140,125679,4,9752,2017,2025,2965774,813632,449,367,0.3
TVS,Bike,99,401,149,134790,3,18814,2017,2025,120193,24195,236,166,0.7
MG,Car,61,397,80,123403,7,12329,2017,2025,2263745,452748,384,328,0.3
Kia,Car,94,257,155,83975,2,22962,2023,2025,2574413,1728450,336,322,0.6
Kia,Car,92,238,84,58607,2,33278,2018,2025,3142123,1184178,397,310,0.3
Tata,Car,76,473,155,126664,4,18336,2021,2025,1730127,999392,307,219,0.7
Kia,Car,81,132,164,119538,7,4255,2019,2025,1560634,501809,107,93,0.5
Mahindra,Car,60,350,177,49630,7,39835,2020,2025,1697603,743611,147,108,0.4
MG,Bike,96,481,122,93782,0,35150,2022,2025,89485,52815,157,133,0.8
Ola,Car,89,465,142,59492,4,5851,2019,2025,1864438,683347,213,171,0.7
Mahindra,Car,65,425,125,105247,2,31931,2017,2025,3460711,692142,331,243,0.3
BYD,Car,73,270,94,125101,3,10505,2022,2025,1311549,789249,193,168,0.5
Hyundai,Car,95,209,139,119028,3,16268,2021,2025,2027721,1101425,134,103,0.6
MG,Bike,92,266,139,145311,0,27790,2018,2025,142804,42122,371,348,0.5
Kia,Car,97,224,92,25693,3,24994,2017,2025,2850289,675760,303,214,0.4
Tata,Car,98,313,174,107984,7,12149,2024,2025,2470367,2099063,428,349,0.8
Ola,Bike,65,394,109,48664,2,5929,2020,2025,191182,98715,392,314,0.6
TVS,Car,85,280,83,5728,3,3786,2022,2025,2808910,1941373,133,118,0.5
Ola,Bike,83,182,154,64866,2,35374,2024,2025,165910,124903,244,175,0.6
Mahindra,Car,92,461,165,10900,7,39252,2017,2025,2639718,639064,251,207,0.6
Hyundai,Car,67,418,82,35500,7,21554,2020,2025,3226859,1588412,133,112,0.4
Ola,Bike,93,124,140,71825,3,30222,2017,2025,97384,26474,324,297,0.4
TVS,Bike,93,345,156,122109,0,36050,2024,2025,127796,108589,409,331,0.7
BYD,Bike,83,140,96,16142,7,11209,2022,2025,138261,89362,105,79,0.5
Tata,Car,61,158,159,93973,3,25261,2021,2025,3378870,1969261,325,287,0.3
MG,Bike,67,276,122,30723,1,5568,2019,2025,99322,43720,254,239,0.5
Hyundai,Bike,84,129,179,47595,1,37151,2018,2025,123269,43589,267,208,0.4
TVS,Car,89,144,115,93324,6,15927,2017,2025,1762305,352460,183,137,0.4
Kia,Car,91,408,122,77731,7,7932,2018,2025,3214882,1092254,341,272,0.6
Mahindra,Car,89,253,78,55611,2,33916,2023,2025,1285066,846880,276,244,0.5
Mahindra,Bike,66,139,80,22830,5,12974,2024,2025,141567,104355,426,311,0.4
Mahindra,Car,83,239,98,124312,2,24788,2019,2025,1455762,551574,227,215,0.4
Kia,Bike,68,356,163,76365,3,6617,2020,2025,184174,76839,304,266,0.6
Kia,Bike,75,169,142,5536,1,12511,2024,2025,83785,61295,146,143,0.6
Hyundai,Bike,61,484,131,105425,3,13965,2019,2025,115941,50600,382,340,0.6
Ola,Bike,94,235,85,96597,2,4181,2019,2025,108643,37282,417,310,0.6
Hyundai,Car,93,335,164,148219,6,31187,2023,2025,2755984,1777602,405,321,0.7
Mahindra,Car,81,211,110,110503,4,22999,2023,2025,3166603,2254784,100,81,0.4
BYD,Bike,78,132,119,66705,1,13532,2021,2025,153988,76707,334,246,0.5
TVS,Bike,80,295,141,66153,6,25576,2019,2025,84583,31959,292,221,0.5
MG,Car,71,470,137,48634,1,4245,2022,2025,2614375,1530298,114,92,0.7
MG,Car,70,277,141,109540,4,31897,2024,2025,1873355,1567331,418,375,0.5
Hyundai,Bike,78,459,160,21988,5,19799,2020,2025,168034,87225,394,326,0.7
Mahindra,Bike,65,233,151,40029,6,3187,2022,2025,151018,88598,262,215,0.6
Kia,Bike,73,290,156,115925,5,9919,2019,2025,140952,50663,299,219,0.6
Tata,Bike,92,486,65,60226,4,13328,2024,2025,92390,68112,323,273,0.8
BYD,Bike,97,434,66,58505,1,7139,2017,2025,94010,28761,438,362,0.7
Hyundai,Car,72,105,119,122003,5,21550,2017,2025,2895062,627271,234,176,0.2
Mahindra,Bike,85,392,120,41416,1,30518,2024,2025,151183,121554,219,218,0.7
Ola,Car,73,278,64,82553,1,13104,2024,2025,1809708,1482455,132,106,0.5
MG,Bike,83,382,150,91603,2,20770,2024,2025,193339,143386,197,188,0.8
MG,Car,60,205,67,84870,7,34810,2018,2025,2364708,808470,183,177,0.1
BYD,Bike,89,345,161,93643,1,28161,2021,2025,81843,46902,419,397,0.7
MG,Car,69,424,92,84028,0,35584,2023,2025,2674629,2016157,158,124,0.5
Tata,Car,69,478,116,85111,1,17240,2018,2025,2288255,558485,213,168,0.5
Mahindra,Bike,87,330,71,11546,4,38404,2017,2025,179410,38603,237,226,0.4
Mahindra,Bike,63,314,160,15873,7,13929,2023,2025,177961,121206,224,201,0.6
BYD,Car,73,372,96,129288,0,18654,2019,2025,3129405,1009938,113,95,0.4
Mahindra,Car,71,204,74,120251,7,28968,2020,2025,2084412,974279,266,226,0.3
Kia,Car,97,473,76,23666,4,38447,2020,2025,3473624,1664382,120,102,0.5
BYD,Bike,96,122,96,5953,4,6377,2022,2025,174085,111243,320,230,0.6
Mahindra,Car,69,394,110,143047,6,15446,2021,2025,2520314,1315071,139,127,0.5
Tata,Bike,86,260,165,32754,3,13730,2019,2025,158955,53055,152,136,0.6
TVS,Bike,71,293,88,45413,1,7577,2022,2025,167318,99329,413,326,0.6
Hyundai,Bike,81,365,62,50077,1,22132,2022,2025,166568,105141,230,170,0.6
Hyundai,Bike,63,182,134,26377,6,34152,2018,2025,162693,57024,425,391,0.3
Mahindra,Bike,88,267,85,61365,1,29319,2018,2025,102905,27185,136,100,0.4
Ola,Bike,95,428,163,110939,6,12729,2019,2025,190320,65751,211,194,0.8
MG,Car,73,242,104,50046,4,6835,2017,2025,1585502,438810,268,244,0.4
Tata,Car,71,142,65,115525,5,39973,2018,2025,2950240,846758,117,87,0.1
Ola,Bike,79,443,158,149435,7,8893,2024,2025,188518,148321,183,161,0.9
Kia,Car,82,111,147,59956,0,19456,2023,2025,2689793,2036709,339,300,0.5
Ola,Car,81,121,174,19434,7,34425,2019,2025,908508,387275,401,344,0.4
Mahindra,Bike,93,117,162,52284,7,29852,2024,2025,170530,129723,249,200,0.6
Tata,Car,80,161,157,132499,1,5461,2020,2025,2384832,971762,233,213,0.5
Hyundai,Bike,68,288,113,139456,1,38993,2023,2025,112418,77872,187,184,0.4
MG,Bike,69,178,147,95541,5,38389,2024,2025,125072,90543,127,89,0.5
Hyundai,Bike,69,266,78,59249,0,23622,2021,2025,160293,87867,446,388,0.4
Ola,Bike,89,249,72,102320,7,8729,2021,2025,178473,89558,113,96,0.6
Kia,Car,92,497,116,8960,6,21648,2021,2025,1753884,848653,425,348,0.7
MG,Car,61,322,166,100993,0,14741,2017,2025,1366315,417579,315,287,0.4
TVS,Bike,91,204,132,28156,6,7815,2021,2025,99881,62289,448,426,0.6
Ola,Car,76,353,142,41342,1,19575,2020,2025,2295768,1176087,286,217,0.5
Hyundai,Bike,87,106,174,136786,3,8357,2024,2025,165946,137338,439,368,0.7
Hyundai,Bike,76,262,155,126977,1,8673,2018,2025,136604,41878,406,295,0.6
Mahindra,Car,73,389,144,91163,1,28162,2021,2025,2508682,1392284,412,383,0.5
Hyundai,Car,69,294,155,38376,5,38462,2024,2025,1490822,1110251,272,269,0.5
Tata,Bike,93,418,116,84497,4,3661,2022,2025,129114,80963,309,305,0.8
Ola,Car,73,229,105,67527,2,19231,2022,2025,2307620,1542889,134,96,0.4
BYD,Bike,76,208,71,70466,6,9157,2024,2025,179618,150354,194,193,0.5
BYD,Bike,96,318,88,80470,6,34668,2019,2025,152185,64872,246,207,0.5
Kia,Car,81,418,156,78703,1,4606,2024,2025,874228,742106,244,215,0.8
MG,Bike,77,229,124,24287,4,35495,2022,2025,161719,100099,400,335,0.5
Hyundai,Car,94,343,108,94840,5,27988,2024,2025,1754606,1462905,207,192,0.7
Mahindra,Bike,77,406,63,127505,2,35370,2022,2025,100635,58378,176,146,0.5
Mahindra,Bike,89,396,136,69469,7,12846,2017,2025,182426,36485,226,171,0.7
Hyundai,Bike,96,488,146,73894,4,23882,2017,2025,123353,31027,286,285,0.7
Tata,Bike,99,184,87,54814,7,23890,2021,2025,142328,69812,323,313,0.5
Mahindra,Bike,65,354,166,66962,4,15235,2020,2025,120717,50648,183,129,0.6
BYD,Car,74,426,109,15101,3,30640,2017,2025,2568450,597086,410,350,0.4
MG,Bike,94,336,71,120682,5,4809,2017,2025,128446,36320,244,232,0.6
Ola,Car,85,100,142,53789,0,19817,2022,2025,3005860,1871648,284,213,0.4
TVS,Car,86,364,175,61552,0,37922,2023,2025,1586605,1069284,289,283,0.7
Tata,Car,89,293,156,144221,4,12926,2020,2025,1704133,905458,367,307,0.6
Kia,Bike,70,463,77,13730,7,31764,2017,2025,159666,31933,214,171,0.4
Kia,Car,83,456,157,96136,5,16346,2020,2025,2098982,915787,202,195,0.7
Mahindra,Car,73,221,153,95558,5,16683,2017,2025,3417293,683458,152,130,0.3
Ola,Car,82,463,166,107735,0,38986,2024,2025,1919499,1506429,301,225,0.7
TVS,Bike,68,103,170,11567,1,21215,2017,2025,102397,27999,201,153,0.3
Kia,Bike,77,248,170,106853,3,6194,2022,2025,110509,77960,167,156,0.7
Hyundai,Bike,98,160,65,117783,3,11703,2018,2025,129534,41441,352,259,0.5
Hyundai,Bike,78,381,127,56072,0,24035,2019,2025,165727,75897,303,295,0.6
MG,Car,64,216,135,22726,6,36619,2017,2025,1849911,522442,295,285,0.2
TVS,Bike,77,271,82,135503,6,7264,2022,2025,181911,116266,386,291,0.6
Hyundai,Car,92,433,87,122763,0,7750,2021,2025,1560056,861392,323,304,0.7
